5.9,312,20.2,-0.3,25.6,5,0.004,0.003,0.001,0.07,636.7833333,0.046
6.1,324,21.3,-0.3,26.1,4.7,0.003,0.002,0.001,0.06,716.9491525,0.049
7.5,325,21.7,-0.3,23.1,4.5,0.003,0.002,0.001,0.07,950.2666667,0.048
7.6,330,21.9,-0.2,21.3,4.7,0.003,0.002,0.001,0.08,993.0677966,0.049
7.2,336,21.9,-0.3,21.2,4.2,0.003,0.002,0.001,0.06,1046.016667,0.048
6.3,345,21.6,-0.3,16.3,3.7,0.003,0.002,0,0.07,1194.6,0.049
4.9,358,21.1,-0.4,14.8,3.6,0.003,0.003,0,0.08,867.15,0.051
1.3,64,19.1,-0.4,15.4,4.6,0.015,0.014,0.001,0.19,623,0.038
0.8,89,16.1,-0.5,25.5,6.3,0.03,0.028,0.001,0.32,546.2,0.018
1.6,36,15.4,-0.5,18.9,4,0.013,0.013,0,0.17,433.779661,0.036
1.1,12,14.9,-0.5,17,3.1,0.006,0.006,0,0.12,376.8,0.043
1.8,23,13.3,-0.5,21.8,3.9,0.01,0.009,0,0.15,374.9166667,0.035
2.2,163,12.3,-0.4,29.7,5.5,0.02,0.019,0,0.21,323.9166667,0.022
0.9,108,10.8,-0.4,39.4,5.6,0.02,0.019,0,0.16,294.3,0.019
0.7,74,9.5,-0.4,46.6,8.2,0.017,0.016,0,0.16,316.8166667,0.014
1,144,9.3,-0.4,48.2,15,0.018,0.017,0,0.14,553.6666667,0.014
1.1,185,8.9,-0.5,48.5,6.9,0.018,0.017,0.001,0.13,338.220339,0.014
1.6,116,8.4,42.6,50.2,6.5,0.02,0.019,0.001,0.15,222.9,0.013
1.9,141,8.1,-0.4,50.1,6.9,0.027,0.023,0.004,0.25,343.1833333,0.011
1.3,139,7.9,-0.5,51.7,8.7,0.047,0.029,0.018,0.56,397.0833333,0.004
1.2,296,10.6,-0.3,44,11.8,0.052,0.029,0.023,0.57,487.7833333,0.009
1.5,328,14.1,-0.3,34.6,16.5,0.049,0.028,0.021,0.51,589.7166667,0.017
1.8,257,17.4,-0.4,22.7,5.7,0.015,0.01,0.004,0.18,628.7833333,0.04
3.7,317,18.5,-0.4,20.9,8.5,0.025,0.017,0.008,0.23,597.1833333,0.037
4.6,309,19.3,0.2,21.8,13.4,0.021,0.015,0.006,0.2,616.8947368,0.043
6.1,304,19.9,0.3,20,16.6,0.009,0.007,0.002,0.12,683.3833333,0.052
7,305,20.9,0,17.9,13.7,0.006,0.005,0.001,0.11,1021.033333,0.054
7.3,320,21.7,-0.2,17,9.1,0.005,0.004,0.001,0.1,1206.05,0.057
6.6,323,21.7,-0.4,18.5,6.1,0.004,0.003,0.001,0.08,1273.254237,0.058
6.2,330,21.3,-0.5,18.6,4.4,0.003,0.003,0,0.07,923.25,0.056
5.1,321,20.9,-0.4,20.8,5.6,0.005,0.004,0,0.07,932.85,0.053
2.1,347,18.9,-0.4,22.4,8,0.01,0.01,0,0.15,654.9122807,0.043
1.3,98,15.8,-0.4,33.4,13.2,0.031,0.029,0.002,0.3,517.0508475,0.02
0.8,103,13.9,-0.5,31.1,6.4,0.019,0.018,0.001,0.2,333.9,0.028
1.7,97,13.3,-0.5,27,4.5,0.011,0.011,0,0.12,877.1833333,0.038
1.8,90,12.9,-0.6,26.6,4.1,0.007,0.007,0,0.09,138.6666667,0.041
0.6,67,11.8,-0.6,30.3,4.2,0.006,0.006,0,0.08,155.2,0.037
0.8,160,11.2,-0.6,33.3,4.3,0.009,0.009,0.001,0.1,141.4137931,0.032
0.7,162,10.7,-0.6,33.5,3.8,0.007,0.006,0,0.12,172.4655172,0.035
2.2,157,10.1,-0.6,36.1,4.4,0.012,0.012,0,0.08,414.1785714,0.03
1.2,152,9.6,-0.6,39.1,4.8,0.014,0.013,0,0.11,278.2931034,0.025
1.4,132,9.4,-0.6,39,4.7,0.017,0.015,0.001,0.17,196.8166667,0.173
1.6,146,9.2,-0.6,40,5.5,0.028,0.023,0.005,0.32,178.1,0.018
1.9,155,8.9,-0.4,43.1,10.3,0.069,0.04,0.028,0.7,189.05,0.003
2.2,170,11.4,-0.3,35.9,10.6,0.069,0.037,0.032,0.7,230.5333333,0.01
1.8,172,14.5,-0.4,32.3,9.7,0.046,0.027,0.019,0.45,281.15,0.021
2.5,230,17.4,-0.4,25.9,8.3,0.03,0.02,0.01,0.29,231.2666667,0.033
3.3,188,19.2,-0.4,26.5,10.9,0.027,0.018,0.009,0.21,269.6666667,0.038
3.3,248,20.9,-0.5,22.5,7.6,0.012,0.009,0.003,0.13,320.137931,0.049
4.5,288,22,-0.5,18.4,6.8,0.009,0.007,0.002,0.11,389.6666667,0.054
4.9,342,22.7,-0.3,17.5,6.2,0.009,0.007,0.002,0.09,1367.54902,0.055
