1204,27.33,482,0.464,3.661,2.375,37.57
1198,27.73,477,0.386,3.561,1.789,37.32
1190,27.57,464,1.429,4.321,3.571,37.02
1188,27.46,459,0.982,3.316,2.667,37.12
1192,27.46,461,1.143,5.214,3.911,37.1
1200,27.35,474,1,3.821,3,37.28
1202,27.45,480,1.018,6.088,3.439,37.51
1206,27.33,491,0.732,3.75,2.714,37.6
1191,27.46,474,1,6.544,4.404,37.22
1193,27.36,466,0.75,4.125,3.071,37.1
1193,27.47,465,1.123,5.93,2.912,37.03
1196,27.26,473,1.071,5.161,3.464,37.21
1206,27.35,483,1,4.07,2.667,37.36
1209,27.45,493,0.596,3.07,2.298,37.43
1198,27.66,484,1.268,4.661,3.196,37.24
1204,27.66,485,1.509,5.404,4.421,37.06
1186,27.37,463,0.804,3.911,3.161,36.84
1191,27.48,464,1.211,7.123,3.544,36.69
1194,27.37,465,0.75,4.536,2.25,36.91
1195,27.36,468,0.895,4.947,3.14,37.12
1193,27.26,469,0.446,3.929,2.107,37.17
1186,27.17,466,0.964,3.036,2.929,37.12
1188,27.47,462,1.439,5.158,4.351,36.85
1184,27.47,458,0.804,4.5,2.839,36.81
1184,27.58,452,1.491,4.246,3.333,36.54
1194,27.68,462,1.035,4.14,2.684,36.68
1199,27.47,468,0.25,3.696,1.929,36.8
1206,27.47,482,0.719,3.158,2.088,36.98
1207,27.46,484,0.286,3.589,2.518,37.07
1190,27.68,470,0.491,4.14,2.526,36.65
1191,27.69,465,1.393,5.518,4.107,36.49
1202,28.26,470,0.719,2.825,2.018,36.53
1209,27.87,489,0.929,3.857,2.875,36.73
1202,27.86,480,0.561,3.175,2.053,36.83
1198,27.78,474,0.661,2.732,1.732,36.66
1197,27.87,472,0.947,3.649,2.702,36.65
1204,27.76,482,1.054,3.679,2.339,36.81
1207,27.76,484,0.839,5.911,2.982,36.9
1216,28.34,1056,0.86,5.456,4.281,36.83
1193,28.08,468,1.964,8.839,5.214,36.34
1194,27.98,467,1.053,5.439,3.825,36.34
1202,27.97,474,1.179,5.875,3.393,36.51
1216,28.17,496,0.632,6.246,3.351,36.71
1198,28.18,492,0.375,3.411,2.357,36.44
1207,28.08,488,0.632,5.368,3.246,36.49
1206,27.97,489,0.786,5.161,3.554,36.56
1201,28.17,478,0.632,3.947,3.193,36.54
1204,28.17,484,1.375,6.357,4.018,36.51
1214,28.76,503,1.404,5.211,2.895,36.41
1194,28.08,482,1.411,6.161,4.321,36.49
1200,28.18,477,0.719,5.175,3.123,36.43
1203,28.18,477,1.214,4.875,3.571,36.49
1192,28.59,469,1.263,6.175,4.614,35.93
1194,28.69,466,1.807,5.333,4.579,35.8
1197,28.69,466,0.807,4.088,3.211,35.82
1205,28.58,477,0.536,3.518,2.554,36.13
1202,28.39,474,1.561,5.368,3.912,36.27
1195,28.69,464,1.518,6.875,4.554,35.96
1208,28.58,479,0.912,6.789,3.491,36.2
1203,28.47,479,1.036,4.232,2.357,36.32
1203,29.16,485,0.754,7.211,3.561,36.08
1190,28.5,459,1,4.464,2.75,36
1192,28.69,457,0.842,7.105,4.316,35.8
1185,28.8,449,1.071,5.786,3.536,35.55
1186,28.92,445,2.579,9.281,6.667,35.4
1188,28.72,443,0.518,3.929,2.393,35.5
1188,28.61,446,0.895,4.877,2.737,35.74
1186,28.59,443,0.804,4.357,2.589,35.75
1189,28.5,448,0.193,3.491,2.263,35.78
1187,28.4,445,0.411,3.375,2.179,35.92
1181,28.51,435,1.07,3.053,2.421,35.72
1180,28.72,434,0.821,3.143,2.196,35.5
1179,28.61,432,0.351,3.123,2.193,35.63
1187,28.5,439,0.482,4.964,2.554,35.87
1188,28.3,445,0.825,4.86,3.123,36
1189,28.5,445,0.696,2.643,2.161,35.97
1182,28.4,436,0.684,4.509,3.018,35.85
1182,28.59,433,0.839,4.214,2.696,35.82
1182,28.8,433,0.912,4.561,3.035,35.7
1189,28.59,441,0.571,2.518,1.411,35.92
1184,28.5,436,0.333,3.316,2.158,35.93
1194,28.58,449,0.964,4.339,2.893,36.17
1195,28.38,452,0.596,4.088,2.263,36.31
1189,28.49,447,0.786,4.179,2.643,36.17
1183,28.59,442,1.14,3.632,3.316,35.96
1182,28.59,439,0.679,4.446,2.714,35.89
1191,28.79,448,0.696,4.571,3.054,35.82
1193,28.79,449,0.053,3.579,1.579,35.96
1188,28.79,444,0.536,3.875,2.554,35.9
1188,28.69,442,0.614,4.193,2.789,35.9
1185,28.89,441,0.804,2.768,1.821,35.8
1200,28.78,457,0.982,4.737,2.825,36.08
1189,28.69,4095,0.679,1.964,1.75,35.97
1193,28.58,449,0.526,3.544,1.649,36.17
1190,28.58,448,0.571,2.964,2.161,36.08
1194,28.66,452,0.211,4.474,2.105,36.29
1196,28.58,453,0.518,2.786,1.643,36.25
1191,28.57,455,0.474,3.421,2.684,36.29
1195,28.88,456,0.786,3.286,2.661,36.13
1188,28.68,451,0.439,3.053,2.088,36.07
1190,28.69,445,0.482,4.357,2.786,35.97
1190,28.58,448,1.246,5.474,3.526,36.03
1192,28.59,447,0.911,4.518,2.643,35.96
1190,28.68,446,0.439,4.491,2.509,36.01
1187,28.59,442,0.786,3.036,2.286,35.96
1192,28.58,448,0.895,2.842,2.509,36.12
1193,28.68,452,0.607,3.304,2.161,36.17
1190,28.49,447,0.316,3.281,1.947,36.16
1194,28.78,450,0.768,4.411,3.339,36.07
1193,28.58,456,0.737,3.982,2.175,36.22
1194,28.47,456,0.893,3.5,2.304,36.35
1193,28.47,456,0.684,4.105,2.86,36.35
1190,28.58,452,1,5.125,3.214,36.03
1189,28.99,449,1.035,4.193,2.719,35.85
1192,28.69,450,0.232,3.911,2.089,35.85
1187,29,445,0.456,4.281,2.684,35.62
1188,28.8,444,0.482,2.857,2.25,35.65
1191,28.79,452,1.14,3.684,2.807,35.84
1192,29.39,446,1.702,4.474,3.544,35.58
1185,29.32,437,1.579,7.316,4.544,35.06
1194,29.3,452,0.786,3.429,2.125,35.28
1188,29.3,443,1.228,4.035,2.491,35.37
1191,29.11,448,0.554,3.357,2.732,35.47
1192,29.21,448,0.684,4.053,2.737,35.31
1199,29.3,462,0.821,4.554,2.518,35.5
1214,29.78,477,0.789,4.719,2.772,35.55
1202,29.29,463,1.25,5.732,3.804,35.58
1203,29.29,475,0.579,3.93,2.456,35.68
1196,29.6,468,1.411,4.304,3.089,35.4
1195,29.72,461,1.421,5.211,3.912,34.99
1202,29.82,465,1.232,6.339,3.643,35
1202,29.71,467,1.561,6.123,3.684,35.02
1205,30.21,472,0.821,3.964,2.786,34.99
1202,29.92,471,1.105,4.737,3.228,34.97
1207,29.72,475,1.839,5.232,3.911,34.96
1200,29.61,467,0.661,5.339,3.554,35.18
1202,29.71,465,1.316,5.491,3.246,35.26
1204,29.81,469,0.446,5.232,2.661,35.22
1205,29.6,475,0.965,3.877,2.842,35.34
1196,29.52,465,1.661,5.786,4.143,35.09
1198,29.42,461,1.298,4.544,3.14,35.16
1211,29.61,482,1.071,5.964,4.232,35.23
1205,29.61,476,1.018,3.614,2.333,35.23
1201,29.91,478,1.214,5.411,3.625,35.1
1202,29.63,470,1.316,5.14,3.561,34.96
1204,29.72,471,1.696,5.804,3.911,34.92
1206,29.61,475,1.193,3.895,2.737,35.11
1207,29.91,476,0.211,2.982,1.667,35.15
1208,29.71,478,1.018,4.875,2.982,35.09
1213,29.61,483,1,5.035,2.702,35.14
1214,29.5,490,0.357,2.911,1.589,35.44
1210,30.1,487,1.404,5.07,4.456,35.1
1211,29.91,493,0.965,6.965,3.649,35.06
1206,29.92,483,1.036,2.857,2.696,34.91
1209,29.92,490,1.018,3.211,2.737,34.99
1214,30.02,490,0.982,4.982,3.161,34.97
1215,29.91,492,1,4.86,4.018,35.07
1212,30.02,494,1.089,4,2.75,35
1214,30,492,0.526,2.333,2.211,35.06
1216,30.1,497,1.232,4.232,3,35.15
1208,29.81,486,0.789,3.614,2.474,35.07
1212,30.19,487,1.214,5.196,3.554,35.02
1207,30.21,483,1.684,4.158,3,34.91
1223,30.7,511,1.357,4.125,3.179,34.84
1226,30.31,516,1.596,5.14,3.702,34.87
1215,30.54,502,1.554,5.5,2.893,34.47
1214,30.54,498,0.965,4.807,3.07,34.5
1203,30.63,478,0.895,6.298,3.526,34.27
1211,31.43,475,1.25,6.268,3.268,34.21
1212,31.02,478,1,4.807,3.14,34.28
1226,32.58,498,1.143,3.589,2.696,34.42
1216,31.6,490,1.333,4.737,2.86,34.43
1216,30.93,490,0.614,3.684,2.614,34.46
1211,30.93,485,0.732,3.536,2.714,34.42
1213,31.22,484,1.298,5.035,3.544,34.39
4095,31.22,1216,0.929,3.625,2.375,34.46
1213,31.02,488,0.421,4.211,2.14,34.46
1217,31.2,495,0.232,2.696,1.661,34.53
1223,31.01,506,1.14,4.386,3.228,34.7
1224,31.28,509,0.786,5.571,3.054,34.78
1223,30.99,509,0.526,3.649,2.351,34.85
1222,31.09,503,0.375,3.679,2.536,34.8
1226,31.28,509,0.912,5.368,2.263,34.84
1220,31.49,501,0.895,3.702,2.825,34.72
1222,31.3,507,0.877,4.035,3.246,34.75
1221,31.3,500,0.946,5.696,3.536,34.59
1222,31.3,1222,0.175,4.93,3,34.64
1215,31.6,492,1.429,4.143,3.196,34.46
1219,31.4,496,0.842,4.228,3.035,34.65
1222,31.38,503,0.214,2.893,1.679,34.8
1222,31.19,503,1.105,4.702,2.737,34.88
1227,31.19,513,0.946,3.911,2.875,34.97
1218,30.99,503,0.158,3.632,1.807,34.96
1219,30.88,501,1.018,4.054,3.107,35.11
1218,30.88,497,0.263,3.228,2.316,35.1
1216,30.88,494,1,3.696,2.893,35.09
1217,30.78,495,0.386,4.053,2.596,35.15
1212,31.07,487,0.893,3.214,2.429,35.23
1215,31.17,488,1.298,3.509,2.544,35.06
1217,31.38,489,0.982,4.107,3.161,34.91
1212,31.28,492,1.268,3.768,2.893,34.78
1213,31.4,492,1,4.86,3.614,34.65
1214,31.7,488,1.298,7.158,4.368,34.43
1222,31.9,498,1.375,8.125,4.232,34.42
1227,32.19,508,1.696,6.804,5.107,34.4
1231,32.48,513,1.982,6.368,4.509,34.37
1237,32.99,521,3.404,10.439,8,34.24
1237,32.89,535,5.036,12.732,10.232,34.08
1241,32.99,541,3.789,9.614,8.281,34.06
1239,33.2,541,4.089,14.357,10.214,33.79
1246,33.4,552,4.754,13.614,10,33.82
1244,33.59,553,4.5,11.196,9.125,33.76
1240,33.22,552,5.035,16.667,10.737,33.68
1231,32.82,536,4.071,12.089,9.375,33.54
1225,32.63,525,3.088,11.035,7.404,33.57
1214,32.56,503,3.804,12.768,8.393,33.19
1205,33.2,476,2.107,14.179,9.018,32.5
1205,33.61,466,2.281,12.333,7.456,32.1
1210,33.92,469,3.357,13.643,8.768,31.99
1212,34.11,475,3.982,17.456,11.053,32
1215,34.31,474,2.964,13.268,8.946,31.91
1215,34.31,474,3.105,13.649,9.351,31.78
1219,34.41,482,2.286,12.232,8.196,31.86
1221,34.51,487,2.702,16.965,9.842,31.92
1219,34.61,483,3.554,14.964,9.429,31.8
1222,34.7,485,3.789,15.439,9.825,31.8
1227,34.92,493,4.375,16.054,11.232,31.69
1228,34.9,500,3.421,17.175,11.439,31.8
1230,35,504,3.268,17.464,10.036,31.93
1232,35.19,505,3.596,16.035,11.018,31.86
1236,35.19,511,3.789,16.719,10.491,31.86
1235,35.41,509,3.964,16.214,10.768,31.69
1236,35.5,514,3.536,14.643,9.964,31.73
1241,35.58,520,3.789,16.386,10.719,31.8
1240,35.58,524,3.875,15.625,11.25,31.78
1236,35.49,514,3.877,17.509,11.807,31.78
1229,35.82,500,3.964,18.589,12.893,31.51
1234,36.01,502,4,18.684,10.825,31.38
1235,36.3,504,3.679,14.893,9.571,31.29
1234,36.42,505,3.842,16.596,10.386,31.26
1243,36.52,515,4.679,19.643,11.964,31.1
1248,36.62,531,6.772,25.632,15.316,31.09
1262,37.13,547,8.196,25.161,16.768,30.89
1269,37.23,578,12.719,33.544,24.789,30.91
1270,37.44,590,11.857,30.107,22.946,30.75
1273,37.54,603,12.105,35.105,24.561,30.76
1275,37.63,611,11.75,30.179,23.554,30.76
1269,37.84,606,11.088,29.281,21.649,30.65
1273,38.13,605,10.193,29.053,20.526,30.57
1276,38.15,619,10.789,33.368,22.351,30.51
1270,38.13,608,10.143,26.393,20.589,30.6
1268,38.13,604,10.105,32.877,21.649,30.58
1266,38.24,599,8.893,27.857,20.125,30.53
1270,38.34,604,9.456,31.526,20.509,30.39
601,38.44,601,8.536,24.893,19.5,30.37
1266,38.44,599,7.684,28.789,18.351,30.38
1265,38.44,599,8.304,28.321,19.679,30.38
1263,38.36,598,8.123,31.035,19.439,30.27
1266,38.44,598,7.446,32.679,19.089,30.42
1252,38.28,573,7.789,28.614,18.158,30.05
1263,38.36,585,8.571,29.125,19.304,30.08
1264,38.26,587,7.561,28.088,20.298,30.27
1261,38.26,584,8.964,30.732,20.786,30.17
1264,38.26,590,8.877,27.544,18.895,30.23
1263,38.24,586,9.088,33.333,21.316,30.31
1257,38.07,582,8.614,32.316,21.351,30.22
1257,37.97,576,9.089,30.857,22.554,30.19
1258,37.97,575,9.228,35.298,23.281,30.17
1259,38.09,574,8.857,33.161,23.25,30.02
1257,37.97,577,8.614,32.895,20.035,30.17
1251,37.97,566,8.714,33.714,22.571,30.07
1248,37.87,560,9,36.053,24.509,30.07
1251,37.87,555,8.875,34.589,23.125,30.07
1251,37.89,559,9.912,35.912,24.439,29.95
1253,37.79,563,9.643,36.107,24.732,29.86
1257,37.79,573,8.684,36,20.982,29.97
1252,37.79,566,8.625,38.143,22.554,30.01
1241,37.69,546,8.614,38.491,23.719,29.86
1247,37.71,545,11.018,36.911,25.179,29.74
1257,37.91,561,12.772,36.86,25.825,29.74
1271,38.22,587,15.25,48.071,32.946,29.48
1280,38.54,622,17.679,48.714,37.339,29.24
1287,38.73,644,18.596,52.877,39.035,29.14
1282,38.83,647,18.161,51.196,36.268,29.12
1286,38.93,658,16.684,50.07,36.544,29.16
1261,39.04,614,13.768,45.036,29.571,28.95
1265,39.15,611,12.333,47.614,28.579,28.89
1264,39.25,608,12.75,42.036,29.107,28.9
1259,39.17,607,13.246,42.667,28.333,28.8
1257,39.36,588,11.054,42.411,26.304,28.81
1262,39.26,599,10.404,37.912,23,28.8
1261,39.04,600,8.839,32.554,19.875,28.93
1251,39.15,575,8.596,30.649,21.298,28.92
1253,39.25,573,8.544,38.368,22.474,28.9
1251,39.34,568,6.804,33.25,20.607,28.89
1254,39.25,570,7.807,31.667,21.965,28.95
1256,39.25,580,7.589,28.429,19.339,28.92
1259,39.73,587,7.821,27.482,18.714,29.06
1260,39.23,597,7.035,25.667,17.088,29.09
1255,39.44,579,7.482,28.214,18.232,29.05
1255,39.44,577,6.561,31.719,17.246,28.96
1255,39.34,572,7.411,33.214,19.518,29.02
1254,39.34,575,6.456,29.281,18.07,29
1253,39.34,571,6.036,26.518,16.714,29.02
1258,39.54,578,6.754,25.93,17.14,28.96
1291,42.3,601,9.018,37.982,24.964,28.86
1289,43.03,603,8.544,37.386,24.509,28.54
1268,42.38,581,8.714,38.214,22.875,28.07
1255,42.21,577,8.333,35.842,24.158,27.78
1259,42.6,568,7.768,32.696,21.661,27.82
1249,42.72,554,9.561,43.333,27.368,27.57
1264,43.51,568,8.589,37.286,23.482,27.55
1249,42.64,547,7.053,35.965,21.123,27.29
1247,41.63,545,7.579,29.07,18.07,27.51
1241,41.53,526,7.175,31.035,17.316,27.55
1247,41.44,533,6.75,27.429,18.268,27.57
1249,41.22,540,6.579,25.474,16.842,27.72
1251,41.3,545,6.571,24.089,16.946,27.9
1252,41.22,548,5.263,22.702,14.982,27.77
1255,41.22,556,5.446,23.25,15.125,27.82
1256,41.99,550,5.351,23.632,14.474,27.94
1252,41.61,545,6.554,30.571,19.857,27.87
1255,41.39,554,6.228,23.912,17.596,28.02
1257,41.1,560,6.036,22.464,15.768,27.97
1255,41.2,555,4.895,23.228,15.667,28.12
1260,41.49,563,6.107,28.054,16.036,28.12
1264,41.87,574,5.877,27.158,16.175,28.24
1262,41.38,575,5.696,21.839,14.911,28.24
1272,42.96,586,6.702,23.86,15.193,28.27
1270,44.34,587,7.214,31.857,17.393,28.21
1266,43.49,569,7.196,30.839,20.232,27.87
1253,42.9,556,8.386,33.93,22.211,27.69
1265,43.43,566,8.179,30.679,20.357,27.31
1272,44.13,582,7.228,30.719,20.912,27.28
1277,44.64,607,7.607,32.625,20.411,27.02
1279,44.05,611,8.193,34.123,21.877,26.99
1287,44.84,640,7.895,30.842,20.035,27.06
1287,44.45,649,8.196,31.232,20.304,27
1294,44.32,672,7.614,26,18.895,27.14
1294,43.63,680,6.518,23.589,14.929,27.29
1300,43.24,706,5.263,15.263,12,27.36
1298,43.21,712,4.071,14.911,10.25,27.39
1299,44.6,703,7.544,29.579,19.018,27.44
1307,45.39,716,7.232,28.536,19.982,27.41
1290,44.82,670,7.895,35.123,21.439,27.27
1289,45.01,664,7.821,32.875,19.893,27.25
1285,44.32,649,6.982,28.929,18.321,27.36
1285,45.79,646,8.474,34.491,22.333,27.39
1286,45.12,643,9.536,30.768,22.304,27.37
1290,46.11,643,9.386,31.474,21.123,27.22
1290,46.42,650,9.175,31.351,19.421,27.09
1288,45.23,659,9.446,37.536,22.661,27.1
1292,45.43,684,8.536,32.214,22.518,26.97
1295,46.03,678,7.754,31.982,19.86,27.12
1299,46.03,694,9.316,30.14,21.088,27.06
1299,46.03,696,10.286,34.357,22.875,27.04
1307,46.33,722,10.912,37.14,23.86,27.07
1311,47.41,750,10.661,35.536,22.411,26.99
1299,45.95,728,10.316,34.018,24.211,26.87
1305,45.75,711,9.946,35.768,23.607,26.85
1317,47.44,721,12.105,36.316,24.684,26.7
1295,46.57,692,10.911,38.929,23.732,26.65
1301,47.96,692,10.857,32.464,21.339,26.44
1302,47.19,709,9.14,27.579,20.965,26.4
1297,45.97,708,9.161,31.982,21.571,26.43
1306,46.47,726,10.719,37.544,24.807,26.58
1306,45.95,742,8.393,28.946,18.786,26.66
1306,45.36,748,7.895,24.298,15.211,26.69
1299,44.56,731,8.214,21.732,15.982,26.75
1298,44.37,724,6.719,25.368,15.018,26.81
1294,44.15,705,7.75,24.482,15.179,26.91
1295,44.24,698,7.982,23.965,18.053,26.99
1295,44.15,697,7.893,22.607,17.232,27
1299,44.15,705,8.772,25.579,17.561,27.12
1303,44.45,716,8.036,24.804,16.804,26.97
1304,44.35,722,7.93,21.544,16.632,27.04
1306,44.32,728,8.143,22.268,17.125,27.14
1308,44.35,741,6.719,18.544,14.175,27.12
1309,44.54,740,7.772,22.684,17.877,27.09
1305,44.64,728,9.386,24.754,20.509,27.13
1310,45.23,749,10.193,35.509,22.316,27.13
1309,45.34,750,9.964,34.804,24.232,26.92
1308,45.45,752,8.386,30.193,19.667,26.76
1310,45.36,751,9.5,29.304,20.732,26.85
1315,45.36,772,8.123,25.456,19.053,26.81
1313,45.56,773,8.554,27.161,17.893,26.75
1318,45.75,784,9.439,27.632,20,26.77
1320,46.25,792,8.732,27.893,20.107,26.82
1315,46.15,779,10.596,30.649,21.351,26.66
1317,46.09,800,10.893,33,23.893,26.35
1315,47.21,779,11.807,34.158,22.544,26.06
1310,47.31,768,11.643,34.714,24.929,25.94
1315,47.23,778,11,34.07,24.842,25.88
1316,47.13,788,9.071,27.339,18.625,25.91
1323,47.5,806,8.772,25.421,18.842,25.98
1326,47.31,838,7.684,20.614,15.93,26.07
1324,47.68,828,10.196,32.821,24.018,26.2
1319,47.21,813,12.281,38.807,25.632,26.02
1330,47.61,825,10.804,37.946,25.661,25.95
1333,47.31,855,9.193,28.018,20.614,25.98
1335,47.41,864,9.375,25.768,18.625,25.98
1334,47.5,870,8.965,23.281,17.632,26.09
1338,47.31,885,8.875,25.5,18.089,26.13
1338,47.5,898,6.439,17.404,12.965,26.12
1336,48.3,875,9.071,28.5,19.75,26.07
1331,49.09,852,11.088,31.702,23.614,25.99
1321,49.11,825,11.571,40.571,27.714,25.72
1316,48.86,806,11.123,29.035,22.421,25.38
1320,49.46,800,10.614,31.649,23.211,25.4
1322,48.86,816,9.607,28.339,20.875,25.42
1324,48.74,821,8.526,25.579,18.772,25.58
1329,48.54,842,7.982,22.544,16.737,25.6
1333,49.24,854,8.321,23.875,18.268,25.65
1328,49.81,833,10.123,29.123,21.965,25.73
1329,50.73,831,11.25,34.107,22.375,25.47
1329,51.05,831,12.035,34.07,23.158,25.43
1331,50.75,848,10.143,33.125,23.232,25.43
1333,51.05,860,10.035,36.632,23.526,25.35
1328,50.26,862,10.667,30.982,21.912,25.23
1332,50.95,863,10.393,29.036,21.893,25.38
1336,50.83,887,8.526,26.579,19.298,25.5
1329,49.74,884,7.107,18.393,15.25,25.46
1327,49.74,868,6.93,24.053,16.877,25.47
1333,50.73,873,9.125,29.768,20.768,25.6
1328,50.13,870,10.036,32.411,23.036,25.51
1326,51.15,861,10.526,33.386,22.842,25.45
1328,51.15,863,8.579,30.07,21.877,25.27
1317,49.63,844,7.561,22.175,17.088,25.47
1318,49.36,841,5.911,19.768,14.089,25.45
1318,49.24,840,6.421,21.509,15.842,25.47
1321,49.14,860,6,19.054,13.786,25.57
1324,50.63,851,8.684,28.526,18.807,25.6
1326,51.65,855,8.589,32.536,21.554,25.42
1330,50.95,876,6.404,25.175,16.14,25.43
1322,50.23,874,4.839,15.982,12,25.46
1319,49.93,850,5.737,24.614,16,25.52
1322,49.96,856,6.911,23.75,16.875,25.42
1323,49.84,864,5.895,22.088,13.737,25.57
1324,49.54,871,4.893,17.375,12.357,25.55
1327,52.12,868,8.526,30.649,22.07,25.52
1325,52.72,853,9.482,34.589,23.929,25.51
1325,51.84,862,8.982,31.509,21.368,25.4
1320,50.75,858,6.536,29.5,15.304,25.36
1319,50.45,851,6.86,24.772,14.474,25.42
1318,50.26,837,6.947,23.456,16.912,25.32
1317,50.05,842,5.86,21.316,15.807,25.38
1314,49.76,833,5.5,21.429,15.018,25.28
1321,51.35,839,6.614,23.86,15.281,25.39
1322,51.95,840,7.893,29,17.982,25.43
1315,51.75,821,7.544,29.246,19.386,25.32
1312,51.17,816,7.214,29.911,18.589,25.15
1316,51.15,828,7.263,26.228,16.281,25.3
1322,51.05,854,5.5,17.821,13.286,25.32
1323,52.14,854,4.825,19.368,12.912,25.35
1322,53.53,834,8.875,33.179,22.357,25.28
1330,54.43,852,7.596,33.246,20.439,25.25
1323,52.96,859,7.214,30.107,18.196,25.21
1326,53.06,864,6.789,23.754,17.439,25.21
1331,52.86,882,8.143,30.643,20.643,25.17
1333,52.96,898,7.211,27.211,18.07,25.1
1332,53.73,900,8.036,27.571,19.625,25.23
902,53.76,901,7.298,26.965,18.825,25.14
1329,52.96,910,4.893,17.946,12,25.06
1323,51.97,892,5.895,24.351,14.754,25.1
1321,51.67,877,6.179,26.5,16.839,25.09
1318,51.37,861,6.298,20.614,15.439,25.1
1325,53.76,860,7.125,25.839,17.661,25.1
1334,55.15,879,7.982,27.982,19.509,25.06
1331,54.65,890,7.439,29,18.158,25.1
1320,52.76,878,6.518,28.411,17.732,25.08
1318,52.07,858,5.789,26.702,16.649,24.99
1312,51.47,830,6.125,23.446,14.571,25.03
1314,51.3,824,6.088,23.807,15.14,24.95
1306,50.88,807,6.036,21.375,14.321,25.03
1302,50.5,787,5.772,21.719,14.333,24.98
1298,50.4,762,5.018,19.893,12.286,24.98
1311,51.87,777,7.053,25.93,16.298,25.05
1305,51.4,777,8.125,35.25,21.018,24.88
1301,51.82,760,9.07,32.035,20.649,24.62
1308,52.24,769,8.339,36.161,21.036,24.45
1315,53.14,812,6.912,30.947,19.14,24.34
1308,51.95,813,6.268,23.643,15.179,24.45
1305,51.35,795,4.439,16.14,11.14,24.43
1301,50.95,785,3.804,16.071,10.5,24.47
