2018-09-24 15:00:00+00:00,7.2,336,21.9,-0.3,21.2,4.2,0.048,0.003,0.002,0.001,0.06,974.8166667
2018-09-24 16:00:00+00:00,6.3,345,21.6,-0.3,16.3,3.7,0.049,0.003,0.002,0,0.07,929.1833333
2018-09-24 17:00:00+00:00,4.9,358,21.1,-0.4,14.8,3.6,0.051,0.003,0.003,0,0.08,757.3220339
2018-09-24 18:00:00+00:00,1.3,64,19.1,-0.4,15.4,4.6,0.038,0.015,0.014,0.001,0.19,669.7166667
2018-09-24 19:00:00+00:00,0.8,89,16.1,-0.5,25.5,6.3,0.018,0.03,0.028,0.001,0.32,651.9166667
2018-09-24 20:00:00+00:00,1.6,36,15.4,-0.5,18.9,4,0.036,0.013,0.013,0,0.17,698.4
2018-09-24 21:00:00+00:00,1.1,12,14.9,-0.5,17,3.1,0.043,0.006,0.006,0,0.12,752.220339
2018-09-24 22:00:00+00:00,1.8,23,13.3,-0.5,21.8,3.9,0.035,0.01,0.009,0,0.15,803.8833333
2018-09-24 23:00:00+00:00,2.2,163,12.3,-0.4,29.7,5.5,0.022,0.02,0.019,0,0.21,848.05
2018-09-25 00:00:00+00:00,0.9,108,10.8,-0.4,39.4,5.6,0.019,0.02,0.019,0,0.16,724.1333333
2018-09-25 01:00:00+00:00,0.7,74,9.5,-0.4,46.6,8.2,0.014,0.017,0.016,0,0.16,495.2666667
2018-09-25 02:00:00+00:00,1,144,9.3,-0.4,48.2,15,0.014,0.018,0.017,0,0.14,676.7666667
2018-09-25 03:00:00+00:00,1.1,185,8.9,-0.5,48.5,6.9,0.014,0.018,0.017,0.001,0.13,527.7931034
2018-09-25 04:00:00+00:00,1.6,116,8.4,42.6,50.2,6.5,0.013,0.02,0.019,0.001,0.15,405.8833333
2018-09-25 05:00:00+00:00,1.9,141,8.1,-0.4,50.1,6.9,0.011,0.027,0.023,0.004,0.25,472.45
2018-09-25 06:00:00+00:00,1.3,139,7.9,-0.5,51.7,8.7,0.004,0.047,0.029,0.018,0.56,594.0666667
2018-09-25 07:00:00+00:00,1.2,296,10.6,-0.3,44,11.8,0.009,0.052,0.029,0.023,0.57,694.5666667
2018-09-25 08:00:00+00:00,1.5,328,14.1,-0.3,34.6,16.5,0.017,0.049,0.028,0.021,0.51,773.1166667
2018-09-25 09:00:00+00:00,1.8,257,17.4,-0.4,22.7,5.7,0.04,0.015,0.01,0.004,0.18,813.0166667
2018-09-25 10:00:00+00:00,3.7,317,18.5,-0.4,20.9,8.5,0.037,0.025,0.017,0.008,0.23,807.8245614
2018-09-25 11:00:00+00:00,4.6,309,19.3,0.2,21.8,13.4,0.043,0.021,0.015,0.006,0.2,822.8666667
2018-09-25 12:00:00+00:00,6.1,304,19.9,0.3,20,16.6,0.052,0.009,0.007,0.002,0.12,859.5833333
2018-09-25 13:00:00+00:00,7,305,20.9,0,17.9,13.7,0.054,0.006,0.005,0.001,0.11,994.75
2018-09-25 14:00:00+00:00,7.3,320,21.7,-0.2,17,9.1,0.057,0.005,0.004,0.001,0.1,999.9137931
2018-09-25 15:00:00+00:00,6.6,323,21.7,-0.4,18.5,6.1,0.058,0.004,0.003,0.001,0.08,1015.75
2018-09-25 16:00:00+00:00,6.2,330,21.3,-0.5,18.6,4.4,0.056,0.003,0.003,0,0.07,685.9166667
2018-09-25 17:00:00+00:00,5.1,321,20.9,-0.4,20.8,5.6,0.053,0.005,0.004,0,0.07,678.0333333
2018-09-25 18:00:00+00:00,2.1,347,18.9,-0.4,22.4,8,0.043,0.01,0.01,0,0.15,616.4
2018-09-25 19:00:00+00:00,1.3,98,15.8,-0.4,33.4,13.2,0.02,0.031,0.029,0.002,0.3,551.6166667
2018-09-25 20:00:00+00:00,0.8,103,13.9,-0.5,31.1,6.4,0.028,0.019,0.018,0.001,0.2,547.9333333
2018-09-25 21:00:00+00:00,1.7,97,13.3,-0.5,27,4.5,0.038,0.011,0.011,0,0.12,1171.483333
2018-09-25 22:00:00+00:00,1.8,90,12.9,-0.6,26.6,4.1,0.041,0.007,0.007,0,0.09,681.3166667
2018-09-25 23:00:00+00:00,0.6,67,11.8,-0.6,30.3,4.2,0.037,0.006,0.006,0,0.08,702.2166667
2018-09-26 00:00:00+00:00,0.8,160,11.2,-0.6,33.3,4.3,0.032,0.009,0.009,0.001,0.1,799.0833333
2018-09-26 01:00:00+00:00,0.7,162,10.7,-0.6,33.5,3.8,0.035,0.007,0.006,0,0.12,647.9166667
2018-09-26 02:00:00+00:00,2.2,157,10.1,-0.6,36.1,4.4,0.03,0.012,0.012,0,0.08,903.5
2018-09-26 03:00:00+00:00,1.2,152,9.6,-0.6,39.1,4.8,0.025,0.014,0.013,0,0.11,755.9666667
2018-09-26 04:00:00+00:00,1.4,132,9.4,-0.6,39,4.7,0.173,0.017,0.015,0.001,0.17,658.2
2018-09-26 05:00:00+00:00,1.6,146,9.2,-0.6,40,5.5,0.018,0.028,0.023,0.005,0.32,631.5
2018-09-26 06:00:00+00:00,1.9,155,8.9,-0.4,43.1,10.3,0.003,0.069,0.04,0.028,0.7,648.5666667
2018-09-26 07:00:00+00:00,2.2,170,11.4,-0.3,35.9,10.6,0.01,0.069,0.037,0.032,0.7,711.05
2018-09-26 08:00:00+00:00,1.8,172,14.5,-0.4,32.3,9.7,0.021,0.046,0.027,0.019,0.45,688.25
2018-09-26 09:00:00+00:00,2.5,230,17.4,-0.4,25.9,8.3,0.033,0.03,0.02,0.01,0.29,717.7166667
2018-09-26 10:00:00+00:00,3.3,188,19.2,-0.4,26.5,10.9,0.038,0.027,0.018,0.009,0.21,762.15
2018-09-26 11:00:00+00:00,3.3,248,20.9,-0.5,22.5,7.6,0.049,0.012,0.009,0.003,0.13,803.4666667
2018-09-26 12:00:00+00:00,4.5,288,22,-0.5,18.4,6.8,0.054,0.009,0.007,0.002,0.11,849.4833333
2018-09-26 13:00:00+00:00,4.9,342,22.7,-0.3,17.5,6.2,0.055,0.009,0.007,0.002,0.09,1469.559322
2018-09-26 14:00:00+00:00,4.7,326,23,-0.4,12.5,3.8,0.059,0.004,0.003,0.001,0.07,956.4310345
2018-09-26 15:00:00+00:00,4.5,321,23.2,-0.5,10.7,3.2,0.056,0.004,0.003,0.001,0.07,903.1864407
2018-09-26 16:00:00+00:00,4.6,313,22.7,-0.5,12.8,3.4,0.053,0.004,0.003,0.001,0.07,831.5333333
2018-09-26 17:00:00+00:00,2.3,315,22.2,-0.4,15.5,3.4,0.051,0.007,0.006,0,0.09,829.5833333
2018-09-26 18:00:00+00:00,1,123,19.5,-0.4,25.9,6.4,0.015,0.04,0.035,0.005,0.39,768.8666667
2018-09-26 19:00:00+00:00,1.9,74,17.2,-0.4,23.1,5.4,0.03,0.022,0.021,0.001,0.21,766.9830508
2018-09-26 20:00:00+00:00,2.7,85,16.5,-0.5,22.4,3.2,0.043,0.008,0.007,0,0.12,857.6333333
2018-09-26 21:00:00+00:00,2,139,15.9,-0.6,23.2,3.5,0.039,0.01,0.01,0,0.12,1346.180328
2018-09-26 22:00:00+00:00,2.7,143,15,-0.6,24.5,5,0.028,0.018,0.017,0.001,0.22,799
2018-09-26 23:00:00+00:00,2,112,13.8,-0.5,26,5.5,0.026,0.019,0.017,0.001,0.21,920.35
2018-09-27 00:00:00+00:00,2.2,155,12.3,-0.6,29.8,4.6,0.03,0.01,0.01,0,0.11,902.1333333
2018-09-27 01:00:00+00:00,1.5,147,11.4,-0.6,32.7,4.7,0.023,0.015,0.014,0.001,0.15,916.4833333
2018-09-27 02:00:00+00:00,1,162,10.7,-0.6,36,4.3,0.023,0.013,0.012,0.001,0.11,776.6
2018-09-27 03:00:00+00:00,2.7,160,11.1,-0.5,31.9,5,0.023,0.017,0.017,0.001,0.09,600.8333333
2018-09-27 04:00:00+00:00,1.9,136,10.4,-0.6,40,6,0.014,0.025,0.021,0.003,0.19,619.8
2018-09-27 05:00:00+00:00,0.7,130,9.3,-0.5,42.9,6.3,0.009,0.037,0.026,0.01,0.32,725.5333333
2018-09-27 06:00:00+00:00,1,126,9.3,-0.4,44.5,8.8,0.002,0.068,0.036,0.032,0.74,765.8644068
2018-09-27 07:00:00+00:00,0.8,125,12.5,-0.3,38.8,10.6,0.009,0.071,0.033,0.038,0.83,716.7666667
2018-09-27 08:00:00+00:00,1.3,176,16.7,-0.4,24,7.5,0.026,0.035,0.022,0.012,0.4,802.2666667
2018-09-27 09:00:00+00:00,1.8,216,19,-0.4,24.5,11.1,0.029,0.033,0.021,0.012,0.36,801.5
2018-09-27 10:00:00+00:00,2.5,276,22.1,-0.4,21,10.5,0.037,0.028,0.019,0.009,0.3,838.1694915
2018-09-27 11:00:00+00:00,3.2,287,23.9,-0.4,14.8,8.7,0.045,0.022,0.016,0.006,0.21,973.9333333
2018-09-27 12:00:00+00:00,4,315,25.1,-0.3,11.7,6.5,0.054,0.011,0.009,0.002,0.13,993.55
2018-09-27 13:00:00+00:00,3.6,4,26.4,-0.1,11.8,7.2,0.057,0.012,0.009,0.003,0.12,1495.533333
2018-09-27 14:00:00+00:00,3.2,26,26.9,-0.1,10.9,7.4,0.061,0.011,0.009,0.002,0.12,1063.237288
2018-09-27 15:00:00+00:00,3.4,337,27.1,-0.1,10.3,6.2,0.06,0.008,0.007,0.001,0.11,932.0333333
2018-09-27 16:00:00+00:00,3.3,294,26.6,-0.4,10.1,4.1,0.054,0.003,0.003,0,0.06,903.2833333
2018-09-27 17:00:00+00:00,1.1,17,26.2,-0.4,11.4,4.2,0.045,0.007,0.006,0,0.13,910.5166667
2018-09-27 18:00:00+00:00,2.1,111,22.4,-0.3,24,9.4,0.013,0.044,0.035,0.009,0.46,834.6166667
2018-09-27 19:00:00+00:00,4,106,20.3,-0.4,22.2,4.7,0.03,0.016,0.013,0.002,0.19,792.8833333
2018-09-27 20:00:00+00:00,2.5,148,18.9,-0.3,25.4,5.3,0.018,0.024,0.021,0.003,0.28,898.2833333
2018-09-27 21:00:00+00:00,1.6,146,17.9,-0.2,26.5,7.5,0.012,0.032,0.026,0.006,0.42,1423.833333
2018-09-27 22:00:00+00:00,2.4,137,17.4,-0.3,27.6,4.7,0.022,0.015,0.014,0.001,0.2,1035.05
2018-09-27 23:00:00+00:00,2.8,144,15.9,-0.4,34.6,5.7,0.012,0.026,0.022,0.004,0.27,1199
2018-09-28 00:00:00+00:00,1,135,14.5,-0.5,37.1,4.9,0.017,0.012,0.012,0.001,0.16,1133.916667
2018-09-28 01:00:00+00:00,0.7,157,13.2,-0.5,40.9,5.7,0.016,0.012,0.012,0.001,0.15,1032.583333
2018-09-28 02:00:00+00:00,1.6,145,13.3,-0.5,38.4,5.1,0.017,0.013,0.012,0,0.1,792.05
2018-09-28 03:00:00+00:00,1.2,133,12.4,-0.5,41.4,5,0.017,0.013,0.012,0.001,0.09,923.7
2018-09-28 04:00:00+00:00,1.7,153,12.1,-0.4,42.4,6,0.015,0.017,0.015,0.002,0.14,1059.066667
2018-09-28 05:00:00+00:00,2,130,12.8,-0.4,40.5,9.3,0.007,0.039,0.026,0.013,0.34,887.8813559
2018-09-28 06:00:00+00:00,1.1,137,11,-0.4,46.9,8.4,0.003,0.051,0.03,0.021,0.59,1057.883333
2018-09-28 07:00:00+00:00,1.4,135,14.4,-0.2,40.6,11.4,0.006,0.072,0.032,0.04,0.79,962.3333333
2018-09-28 08:00:00+00:00,3.9,160,17.6,-0.3,33.7,13.7,0.019,0.038,0.022,0.016,0.4,1043
2018-09-28 09:00:00+00:00,3.2,172,20.9,-0.3,31.1,15.4,0.024,0.035,0.021,0.014,0.35,976.2333333
2018-09-28 10:00:00+00:00,3.4,160,23.7,-0.3,24.8,12.5,0.034,0.024,0.016,0.008,0.25,991.1333333
2018-09-28 11:00:00+00:00,3.4,170,26.6,-0.3,20.8,11.8,0.042,0.018,0.013,0.005,0.21,1005.95
2018-09-28 12:00:00+00:00,3.9,195,28.7,-0.3,13.7,9.7,0.05,0.012,0.009,0.003,0.14,1123.466667
2018-09-28 13:00:00+00:00,4,212,30,-0.3,8.6,5.6,0.049,0.006,0.005,0.002,0.09,1516.616667
2018-09-28 14:00:00+00:00,4.7,171,30.3,-0.4,6.8,4.8,0.049,0.006,0.004,0.001,0.09,1145.431034
2018-09-28 15:00:00+00:00,3.8,176,30.5,-0.4,6.3,4.2,0.053,0.005,0.004,0.001,0.09,1022.571429
2018-09-28 16:00:00+00:00,1.6,326,29.7,-0.4,9.5,5,0.044,0.011,0.01,0.001,0.13,1056.233333
2018-09-28 17:00:00+00:00,0.9,45,27.5,-0.3,21.1,8.9,0.02,0.032,0.029,0.003,0.49,1040.933333
2018-09-28 18:00:00+00:00,2.5,86,24.5,-0.2,23.5,9.9,0.022,0.031,0.028,0.003,0.43,955.0833333
2018-09-28 19:00:00+00:00,2.9,108,23.5,-0.3,17.9,5,0.033,0.016,0.015,0.001,0.23,924.6
2018-09-28 20:00:00+00:00,3.7,121,22.4,-0.4,18.6,5.5,0.036,0.013,0.012,0.001,0.2,1014.3
2018-09-28 21:00:00+00:00,2.3,119,21.1,-0.3,21.9,7.4,0.019,0.029,0.025,0.003,0.39,1475.305085
2018-09-28 22:00:00+00:00,2.8,129,20.3,-0.3,20.4,6.2,0.024,0.02,0.017,0.003,0.31,1025.916667
2018-09-28 23:00:00+00:00,2.1,137,19.4,-0.3,24,6.7,0.023,0.015,0.014,0.001,0.27,905.7666667
