26.5,30.7,812.5,1007,1.2989
26.7,30.7,812.1,1007,1.2987
27,30.7,812.1,1007,1.2988
27.1,30.7,812.3,1007,1.2987
27.6,30.7,812.3,1007,1.2988
28.3,30.7,812.4,1002,1.2987
28.3,30.7,812.4,1002,1.2988
28.3,30.7,812.3,993,1.2987
28.8,30.7,812.3,993,1.2988
29.6,30.7,812.8,983,1.2986
30.1,30.7,812.8,983,1.2987
30.2,30.7,813,973,1.2986
30.3,30.7,813,973,1.2987
30.6,30.7,813.1,967,1.2986
30.7,30.7,813.1,967,1.2987
30.5,30.7,812.9,961,1.2986
30.4,30.7,812.9,961,1.2987
30.2,30.7,813.4,959,1.2985
29.8,30.7,813.4,959,1.2986
29.5,30.7,813.6,957,1.2985
29.3,30.7,813.6,957,1.2986
29.4,30.7,813.7,957,1.2985
29.9,30.7,813.7,957,1.2986
30,30.7,814.1,954,1.2985
29.4,30.7,814.1,954,1.2986
29.1,30.7,814.5,956,1.2984
29.8,30.7,814.5,956,1.2985
30.6,30.7,814.3,954,1.2984
31.1,30.7,814.3,954,1.2985
31.1,30.7,814.6,957,1.2983
30.7,30.7,814.6,957,1.2984
30.5,30.7,814.4,958,1.2983
30.3,30.7,814.4,958,1.2984
30.4,30.7,814.3,959,1.2983
31,30.7,814.3,959,1.2984
31.4,30.7,814.4,961,1.2982
30.9,30.7,814.4,961,1.2983
30.3,30.7,814,974,1.2982
29.9,30.7,814,974,1.2983
30,30.7,814,987,1.2982
30.6,30.7,814,987,1.2983
31.2,30.7,813.6,1000,1.2982
31.2,30.7,813.6,1000,1.2982
30.6,30.7,813.8,1010,1.2981
29.9,30.7,813.8,1010,1.2982
29.4,30.7,813.7,1015,1.2981
29.2,30.7,813.7,1015,1.2981
29,30.7,813.5,1015,1.298
28.9,30.7,813.5,1015,1.2981
28.9,30.7,812.9,1017,1.298
28.5,30.7,812.9,1017,1.2981
28,30.7,813,1014,1.2979
27.9,30.7,813,1014,1.298
28.2,30.7,812.9,1015,1.2979
28.6,30.7,812.9,1015,1.298
28.8,30.7,813,1012,1.2979
28.9,30.7,813,1012,1.298
29.1,30.7,812.5,1013,1.2978
29.4,30.7,812.5,1013,1.2979
29.7,30.7,812.4,1013,1.2978
30,30.7,812.4,1013,1.2979
29.9,30.7,812.3,1011,1.2978
29.5,30.7,812.3,1011,1.2978
28.9,30.7,812.5,1011,1.2977
28.3,30.7,812.5,1011,1.2978
28,30.6,812.4,1009,1.2977
28,30.6,812.4,1009,1.2977
27.9,30.6,813.2,1007,1.2976
27.6,30.6,813.2,1007,1.2977
27.1,30.6,813.5,993,1.2976
26.6,30.6,813.5,993,1.2977
26.5,30.6,813.5,979,1.2975
26.9,30.6,813.5,979,1.2976
27.5,30.5,814.1,967,1.2975
28.1,30.5,814.1,967,1.2975
28.1,30.5,814.6,956,1.2974
27.6,30.5,814.6,956,1.2975
27.5,30.5,814.6,955,1.2974
27.7,30.5,814.6,955,1.2975
27.7,30.5,814.4,958,1.2973
27.8,30.5,814.4,958,1.2974
28.2,30.6,814.7,955,1.2972
28.9,30.6,814.7,955,1.2974
29.5,30.6,814.6,958,1.2972
30.2,30.6,814.6,958,1.2973
31.1,30.6,814.8,961,1.2972
31.7,30.6,814.8,961,1.2972
31.6,30.6,814.5,963,1.2971
31.3,30.6,814.5,963,1.2972
31.3,30.6,814.5,967,1.297
31.6,30.6,814.5,967,1.2971
31.6,30.6,814.1,972,1.297
31.2,30.6,814.1,972,1.2971
30.6,30.6,813.9,983,1.297
29.5,30.6,813.9,983,1.297
28.5,30.6,812.5,992,1.2969
28.3,30.6,812.5,992,1.297
28.5,30.6,812.7,998,1.2968
29,30.6,812.7,998,1.297
29.6,30.6,812.3,1003,1.2968
29.7,30.6,812.3,1003,1.2969
29.5,30.6,812.4,1003,1.2968
29.2,30.6,812.4,1003,1.2969
29.3,30.4,812.8,1003,1.2967
29.8,30.4,812.8,1003,1.2968
30.1,30.4,813.5,1003,1.2967
30.2,30.4,813.5,1003,1.2968
30.1,30.4,813.6,993,1.2966
29.8,30.4,813.6,993,1.2967
29.5,30.4,814,981,1.2966
29.5,30.4,814,981,1.2967
29.6,30.4,814.4,968,1.2965
29.7,30.4,814.4,968,1.2966
29.3,30.4,814.7,959,1.2965
28.7,30.4,814.7,959,1.2965
28.4,30.4,814.8,956,1.2964
28.5,30.4,814.8,956,1.2965
29,30.5,814.9,958,1.2963
29.4,30.5,814.9,958,1.2964
29.4,30.5,814.9,961,1.2963
29,30.5,814.9,961,1.2964
28.9,30.5,814.5,958,1.2962
29.2,30.5,814.5,958,1.2963
29.9,30.5,814.6,964,1.2962
30.6,30.5,814.6,964,1.2963
31.4,30.4,814.2,978,1.2961
32,30.4,814.2,978,1.2962
31.9,30.5,812.9,987,1.2961
31.6,30.5,812.9,987,1.2962
31.7,30.4,812.5,995,1.296
32.1,30.4,812.5,995,1.2961
32.3,30.4,812.6,995,1.296
32,30.4,812.6,995,1.296
31.5,30.3,812.7,995,1.2959
31.4,30.3,812.7,995,1.296
31.4,30.3,813.4,995,1.2959
31.1,30.3,813.4,995,1.296
31,30.3,813.2,993,1.2958
31,30.3,813.2,993,1.2959
30.6,30.3,813.8,982,1.2958
30.5,30.3,813.8,982,1.2959
30.7,30.3,814.4,970,1.2957
31,30.3,814.4,970,1.2958
31.6,30.3,814.8,962,1.2956
32,30.3,814.8,962,1.2957
31.7,30.3,815,957,1.2956
31.1,30.3,815,957,1.2957
30.7,30.3,815.1,959,1.2955
30.8,30.3,815.1,959,1.2956
31.3,30.3,815.1,962,1.2955
31.4,30.3,815.1,962,1.2956
31,30.3,815,959,1.2954
30.5,30.3,815,959,1.2955
30.1,30.3,814.3,962,1.2954
29.9,30.3,814.3,962,1.2955
29.9,30.3,814.3,971,1.2953
30.3,30.3,814.3,971,1.2954
30.5,30.3,814,981,1.2953
30.3,30.3,814,981,1.2954
30,30.3,812.5,991,1.2952
30.1,30.3,812.5,991,1.2953
30.2,30.3,812.6,995,1.2952
30.4,30.3,812.6,995,1.2953
30.5,30.3,812.4,995,1.2951
30.7,30.3,812.4,995,1.2952
31.2,30.2,813,995,1.2951
31.8,30.2,813,995,1.2952
32.2,30.2,813.2,995,1.295
32.4,30.2,813.2,995,1.2951
32.2,30.2,814.2,988,1.295
31.8,30.2,814.2,988,1.2951
31.9,30.2,814.8,974,1.2949
31.9,30.2,814.8,974,1.295
31.3,30.2,814.9,967,1.2948
30.7,30.2,814.9,967,1.2949
30.1,30.2,814.6,958,1.2948
29.5,30.2,814.6,958,1.2949
28.9,30.2,814.3,960,1.2947
28.3,30.2,814.3,960,1.2948
28,30.2,814.4,964,1.2947
28.3,30.2,814.4,964,1.2948
28.3,30.2,814.4,960,1.2946
28.6,30.2,814.4,960,1.2947
29.2,30.2,813.1,964,1.2946
29.4,30.2,813.1,964,1.2947
29.5,30.2,812.5,975,1.2945
29.7,30.2,812.5,975,1.2946
29.8,30.2,812.1,985,1.2945
29.9,30.2,812.1,985,1.2946
30,30.2,812.2,991,1.2944
30.1,30.2,812.2,991,1.2945
30,30.2,813.8,991,1.2944
29.8,30.2,813.8,991,1.2945
29.8,30.2,813.8,991,1.2943
30,30.2,813.8,991,1.2944
30.1,30.2,814.1,991,1.2942
30.4,30.2,814.1,991,1.2944
31,30.2,814.5,991,1.2942
31.2,30.2,814.5,991,1.2943
31.1,30.2,814.5,984,1.2942
31,30.2,814.5,984,1.2942
31.2,30.2,814.2,988,1.2941
31.7,30.2,814.2,988,1.2942
32.1,30.2,813.7,983,1.294
32.6,30.2,813.7,983,1.2941
32.6,30.2,813.1,990,1.294
32.1,30.2,813.1,990,1.2941
31.7,30.2,812.4,982,1.2939
31.5,30.2,812.4,982,1.294
31.3,30.2,812,989,1.2939
30.9,30.2,812,989,1.294
30.2,30.2,812.1,992,1.2938
29.6,30.2,812.1,992,1.2939
29,30.2,812.3,992,1.2938
28.3,30.2,812.3,992,1.2939
27.9,30.2,812.9,992,1.2937
27.8,30.2,812.9,992,1.2938
27.3,30.2,813.5,992,1.2937
27.3,30.2,813.5,992,1.2938
28,30.2,813.9,983,1.2936
28.5,30.2,813.9,983,1.2937
28.6,30.2,814.3,972,1.2936
28.5,30.2,814.3,972,1.2936
28.5,30.2,814.7,967,1.2935
28.5,30.2,814.7,967,1.2936
28.3,30.2,813.9,966,1.2934
28.4,30.2,813.9,966,1.2936
28.9,30.2,813,972,1.2934
28.9,30.2,813,972,1.2935
28.4,30.2,812.7,966,1.2933
28.3,30.2,812.7,966,1.2935
29.2,30.2,812.1,971,1.2933
29.9,30.2,812.1,971,1.2934
30.2,30.2,812.2,974,1.2933
30.4,30.2,812.2,974,1.2934
30.6,30.2,812.5,974,1.2932
30.3,30.2,812.5,974,1.2933
29.7,30.2,813.5,974,1.2932
29.7,30.2,813.5,974,1.2933
30.2,30.2,814,974,1.2931
30.3,30.2,814,974,1.2932
30,30.2,813.9,974,1.2931
29.7,30.2,813.9,974,1.2932
29.8,30.2,814.3,969,1.293
30,30.2,814.3,969,1.2931
30.3,30.2,814.3,972,1.293
30.7,30.2,814.3,972,1.2931
31.2,30.2,814.4,969,1.2929
31,30.2,814.4,969,1.293
30.6,30.2,813.7,972,1.2929
30.6,30.2,813.7,972,1.293
30.9,30.2,813.2,969,1.2928
31,30.2,813.2,969,1.2929
30.9,30.2,812.8,979,1.2928
30.7,30.2,812.8,979,1.2929
30.6,30.2,812.3,989,1.2927
30.5,30.2,812.3,989,1.2928
30.7,30.2,813.2,989,1.2927
31.2,30.2,813.2,989,1.2928
31.6,30.2,813.7,989,1.2926
31.4,30.2,813.7,989,1.2927
30.8,30.2,814.4,989,1.2926
30.6,30.2,814.4,989,1.2927
31,30.2,814.4,987,1.2925
31.6,30.2,814.4,987,1.2926
31.8,30.2,814.4,982,1.2925
31.7,30.2,814.4,982,1.2926
31.5,30.2,813.8,990,1.2924
31.3,30.2,813.8,990,1.2925
31.2,30.2,812.9,988,1.2924
31.3,30.2,812.9,988,1.2925
31.7,30.2,812.3,989,1.2923
31.9,30.2,812.3,989,1.2924
31.6,30.2,812,984,1.2923
31.1,30.2,812,984,1.2924
31,30.2,812.3,979,1.2922
31.3,30.2,812.3,979,1.2923
31.7,30.2,812.9,977,1.2922
32,30.2,812.9,977,1.2923
32.4,30.2,813.6,979,1.2922
32.8,30.2,813.6,979,1.2923
32.7,30.2,814,979,1.2921
32.2,30.2,814,979,1.2922
31.5,30.2,814.7,978,1.2921
31,30.2,814.7,978,1.2922
30.6,30.2,814.5,977,1.292
30.6,30.2,814.5,977,1.2921
30.5,30.2,814.5,977,1.2919
30,30.2,814.5,977,1.292
29.1,30.2,812.9,977,1.2919
28.6,30.2,812.9,977,1.292
28.6,30.2,812.3,987,1.2919
28.8,30.2,812.3,987,1.2919
29.1,30.2,812.3,967,1.2918
29.4,30.2,812.3,967,1.2919
29.5,30.2,813.4,967,1.2918
29.5,30.2,813.4,967,1.2919
29.5,30.2,814,966,1.2917
29.7,30.2,814,966,1.2918
30.3,30.2,814.5,971,1.2917
30.7,30.2,814.5,971,1.2918
30.7,30.2,814.8,980,1.2916
30.8,30.2,814.8,980,1.2917
31.1,30.2,814.3,990,1.2916
31.6,30.2,814.3,990,1.2917
32,30.2,813.7,988,1.2915
32.1,30.2,813.7,988,1.2916
32.1,30.2,812.8,991,1.2915
32.2,30.2,812.8,991,1.2916
32.1,30.2,812.3,986,1.2914
31.9,30.2,812.3,986,1.2916
32.2,30.2,812.1,983,1.2914
32.5,30.2,812.1,983,1.2915
32.6,30.2,812.9,983,1.2914
32.4,30.2,812.9,983,1.2915
32.3,30.2,813.1,983,1.2913
32.4,30.2,813.1,983,1.2914
32.7,30.2,814,983,1.2912
32.9,30.2,814,983,1.2914
33.1,30.2,814.3,981,1.2912
33.5,30.2,814.3,981,1.2913
33.8,30.2,813.8,978,1.2911
33.8,30.2,813.8,978,1.2912
33.7,30.2,812.9,982,1.2911
33.7,30.2,812.9,982,1.2912
34.1,30.2,812.2,979,1.2911
34.3,30.2,812.2,979,1.2912
34.2,30.2,812.3,977,1.291
34.5,30.2,812.3,977,1.2911
34.8,30.2,812.8,966,1.291
34.9,30.2,812.8,966,1.2911
34.7,30.2,813.5,963,1.2909
34.7,30.2,813.5,963,1.291
35.1,30.2,814.2,969,1.2909
35.6,30.2,814.2,969,1.291
35.8,30.2,814.7,969,1.2908
36.2,30.2,814.7,969,1.291
36.4,30.2,814.6,976,1.2908
35.9,30.2,814.6,976,1.2909
35.6,30.2,814.1,985,1.2907
35.7,30.2,814.1,985,1.2908
35.5,30.2,813.5,981,1.2907
34.8,30.2,813.5,981,1.2908
34.8,30.2,812.6,984,1.2907
35,30.2,812.6,984,1.2908
34.6,30.2,812,979,1.2906
34.2,30.2,812,979,1.2907
34.3,30.2,812,981,1.2906
34.6,30.2,812,981,1.2907
34.7,30.2,813.2,981,1.2905
34.7,30.2,813.2,981,1.2906
35.1,30.2,814.1,983,1.2905
36,30.2,814.1,983,1.2906
36.3,30.2,814,990,1.2904
36,30.2,814,990,1.2906
35.9,30.2,813.6,991,1.2904
35.9,30.2,813.6,991,1.2905
35.9,30.2,813.3,998,1.2904
36,30.2,813.3,998,1.2905
35.8,30.2,812.6,994,1.2903
35.6,30.2,812.6,994,1.2904
35.6,30.2,811.7,996,1.2903
35.5,30.2,811.7,996,1.2904
35.4,30.2,812.7,997,1.2902
35.8,30.2,812.7,997,1.2903
36.4,30.2,813.5,975,1.2902
36.7,30.2,813.5,975,1.2903
36.5,30.2,814.2,978,1.2901
36.5,30.2,814.2,978,1.2903
37.1,30.2,814.4,978,1.2901
37.6,30.2,814.4,978,1.2902
37.7,30.2,814.6,976,1.29
37.8,30.2,814.6,976,1.2902
37.6,30.2,814.5,980,1.29
37.3,30.2,814.5,980,1.2901
37,30.2,814.2,977,1.2899
36.8,30.2,814.2,977,1.2901
36.6,30.2,813.1,983,1.2899
36.6,30.2,813.1,983,1.29
36.8,30.2,812.4,975,1.2898
36.9,30.2,812.4,975,1.29
36.7,30.2,812.3,972,1.2898
36.4,30.2,812.3,972,1.2899
36.4,30.2,813.1,972,1.2898
36.7,30.2,813.1,972,1.2899
36.9,30.2,814.5,973,1.2897
36.9,30.2,814.5,973,1.2899
37.3,30.2,814.4,983,1.2897
37.7,30.2,814.4,983,1.2898
37.1,30.2,814.1,990,1.2896
36.5,30.2,814.1,990,1.2898
36.7,30.2,813.1,1001,1.2896
37.4,30.2,813.1,1001,1.2897
37.7,30.2,812.3,993,1.2895
37.6,30.2,812.3,993,1.2897
37.8,30.2,812.1,984,1.2895
38.3,30.2,812.1,984,1.2896
38.5,30.2,813.1,979,1.2895
38.7,30.2,813.1,979,1.2896
39.2,30.2,814,966,1.2894
39.9,30.2,814,966,1.2895
40.2,30.2,814.5,970,1.2894
39.9,30.2,814.5,970,1.2895
39.8,30.2,814.5,982,1.2893
39.8,30.2,814.5,982,1.2895
39.4,30.2,814,995,1.2893
38.9,30.2,814,995,1.2894
38.6,30.2,812.9,989,1.2892
38.3,30.2,812.9,989,1.2894
37.8,30.2,812.5,991,1.2892
37.3,30.2,812.5,991,1.2893
37,30.2,812.3,988,1.2892
37.2,30.2,812.3,988,1.2893
37.4,30.2,813.4,963,1.2891
37.6,30.2,813.4,963,1.2893
38.1,30.2,814.3,967,1.2891
38.7,30.2,814.3,967,1.2892
38.9,30.2,814.3,978,1.2891
39,30.2,814.3,978,1.2892
38.9,30.2,813.6,983,1.289
38.5,30.2,813.6,983,1.2892
38.2,30.2,812.3,993,1.289
38,30.2,812.3,993,1.2891
37.7,30.2,812.8,980,1.2889
37.1,30.2,812.8,980,1.2891
36.2,30.2,813.9,972,1.2889
35.6,30.2,813.9,972,1.289
35.3,30.2,814.6,974,1.2889
34.9,30.2,814.6,974,1.289
34.6,30.2,814.3,964,1.2888
35,30.2,814.3,964,1.2889
35.1,30.2,813.7,977,1.2888
34.6,30.2,813.7,977,1.2889
34.5,30.2,813,987,1.2887
34.8,30.2,813,987,1.2889
35.1,30.2,812.3,987,1.2887
35.4,30.2,812.3,987,1.2888
35.6,30.2,812.1,986,1.2887
35.8,30.2,812.1,986,1.2888
36,30.2,813.1,972,1.2886
35.9,30.2,813.1,972,1.2887
35.8,30.2,814.1,968,1.2886
36,30.2,814.1,968,1.2887
36.3,30.2,814.5,969,1.2885
36.8,30.2,814.5,969,1.2887
37.4,30.2,814.5,977,1.2885
37.4,30.2,814.5,977,1.2886
36.9,30.2,813.2,990,1.2885
36.7,30.2,813.2,990,1.2886
37.1,30.2,812.4,986,1.2884
37.6,30.2,812.4,986,1.2885
37.7,30.2,813,977,1.2884
37.7,30.2,813,977,1.2885
37.4,30.2,814.1,978,1.2883
36.7,30.2,814.1,978,1.2885
36.1,30.2,814.7,959,1.2883
35.7,30.2,814.7,959,1.2884
36,30.2,814.2,970,1.2883
36.8,30.2,814.2,970,1.2884
36.7,30.2,813.6,980,1.2883
36,30.2,813.6,980,1.2884
35.6,30.2,812.8,988,1.2882
35.6,30.2,812.8,988,1.2883
35.6,30.2,812.3,980,1.2882
35,30.2,812.3,980,1.2883
34.1,30.2,812.5,988,1.2881
33.5,30.2,812.5,988,1.2883
33.3,30.2,813.6,988,1.2881
33.3,30.2,813.6,988,1.2882
33.6,30.2,814.3,967,1.288
34.1,30.2,814.3,967,1.2882
34.5,30.2,814.6,977,1.288
34.6,30.2,814.6,977,1.2881
34.6,30.2,814.3,984,1.288
34.9,30.2,814.3,984,1.2881
35.6,30.2,813.3,997,1.2879
36.4,30.2,813.3,997,1.2881
36.4,30.2,812.1,986,1.2879
35.5,30.2,812.1,986,1.288
34.7,30.2,812.7,985,1.2878
34.8,30.2,812.7,985,1.288
34.8,30.2,813.6,974,1.2878
34.8,30.2,813.6,974,1.2879
34.9,30.2,814.6,977,1.2878
35.2,30.2,814.6,977,1.2879
35.2,30.2,813.7,989,1.2878
35.1,30.2,813.7,989,1.2879
35.3,30.2,812.9,1002,1.2877
35.8,30.2,812.9,1002,1.2878
35.9,30.2,812.2,1002,1.2877
35,30.2,812.2,1002,1.2878
34.2,30.2,812.5,988,1.2876
33.8,30.2,812.5,988,1.2878
33.7,30.2,813.6,986,1.2876
33.7,30.2,813.6,986,1.2877
33.3,30.2,814.4,971,1.2876
33,30.2,814.4,971,1.2877
32.7,30.2,814.3,972,1.2875
32.4,30.2,814.3,972,1.2877
32.6,30.2,814.3,980,1.2875
33.5,30.2,814.3,980,1.2876
34.2,30.2,813.2,994,1.2874
34.4,30.2,813.2,994,1.2876
34.1,30.2,812.4,978,1.2874
33.7,30.2,812.4,978,1.2875
33.5,30.2,812.3,982,1.2874
33.3,30.2,812.3,982,1.2875
33.2,30.2,813.9,963,1.2873
33.4,30.2,813.9,963,1.2874
33.2,30.2,814.6,967,1.2873
32.7,30.2,814.6,967,1.2874
32.9,30.2,813.9,976,1.2872
33.4,30.2,813.9,976,1.2874
33.6,30.2,812.9,988,1.2872
33.7,30.2,812.9,988,1.2873
34,30.2,813.1,988,1.2872
34.4,30.2,813.1,988,1.2873
34.4,30.2,814.2,978,1.2871
34.2,30.2,814.2,978,1.2872
34.2,30.2,814.4,977,1.2871
34.1,30.2,814.4,977,1.2872
33.5,30.2,814,972,1.2871
32.7,30.2,814,972,1.2872
32.2,30.2,813,976,1.287
32.3,30.2,813,976,1.2872
32.8,30.2,812,988,1.287
33.2,30.2,812,988,1.2871
33.5,30.2,812.9,981,1.287
33.7,30.2,812.9,981,1.2871
34.1,30.2,814.1,981,1.2869
34.3,30.2,814.1,981,1.287
34.3,30.2,814.3,995,1.2869
34.7,30.2,814.3,995,1.287
35.3,30.2,813.7,979,1.2869
35.4,30.2,813.7,979,1.287
34.8,30.2,812.4,992,1.2868
34.3,30.2,812.4,992,1.2869
34.2,30.2,812.4,992,1.2868
33.9,30.2,812.4,992,1.2869
33.6,30.2,813.4,984,1.2868
33.6,30.2,813.4,984,1.2869
33.7,30.2,814.1,980,1.2867
33.8,30.2,814.1,980,1.2869
33.9,30.2,814.7,987,1.2867
34.3,30.2,814.7,987,1.2868
35,30.2,814.1,975,1.2867
35.4,30.2,814.1,975,1.2868
35.2,30.2,812.3,985,1.2867
34.6,30.2,812.3,985,1.2868
34.3,30.2,812.1,985,1.2866
34.5,30.2,812.1,985,1.2867
34.6,30.2,813.5,972,1.2866
34.4,30.2,813.5,972,1.2867
34.2,30.1,814.7,972,1.2865
34.2,30.1,814.7,972,1.2867
34.2,30.2,814.4,963,1.2865
34.1,30.2,814.4,963,1.2866
34.3,30.2,813.5,972,1.2865
35.1,30.2,813.5,972,1.2866
35.7,30.2,812.3,982,1.2864
35.8,30.2,812.3,982,1.2866
36.1,30.2,812,982,1.2864
36.6,30.2,812,982,1.2865
36.7,30.1,813.3,978,1.2864
36.3,30.1,813.3,978,1.2865
35.7,30.1,814.1,966,1.2863
35.8,30.1,814.1,966,1.2865
36,30.2,814.6,968,1.2863
35.5,30.2,814.6,968,1.2864
34.9,30.2,813.5,978,1.2863
34.7,30.2,813.5,978,1.2864
34.6,30.2,812.6,988,1.2862
34.6,30.2,812.6,988,1.2864
34.4,30.2,812.1,988,1.2862
34.6,30.2,812.1,988,1.2863
34.8,30.1,813.5,979,1.2862
34.4,30.1,813.5,979,1.2863
34.2,30.1,814.4,965,1.2862
34.3,30.1,814.4,965,1.2863
34.1,30.2,813.7,966,1.2861
33.9,30.2,813.7,966,1.2862
33.5,30.2,812.5,976,1.2861
32.8,30.2,812.5,976,1.2862
32.7,30.2,812.2,979,1.2861
32.7,30.2,812.2,979,1.2862
32.4,30.1,813.4,979,1.286
32.3,30.1,813.4,979,1.2862
32.2,30.1,814.6,968,1.286
32.5,30.1,814.6,968,1.2861
32.9,30.1,814.7,978,1.286
32.6,30.1,814.7,978,1.2861
32.3,30.1,814.2,967,1.286
32.5,30.1,814.2,967,1.2861
32.6,30.2,812.8,979,1.2859
32.8,30.2,812.8,979,1.286
33,30.2,812.2,986,1.2859
33.1,30.2,812.2,986,1.286
33.3,30,813.2,982,1.2858
33.5,30,813.2,982,1.286
34,30.1,814.4,983,1.2858
34.9,30.1,814.4,983,1.286
36,30.1,814.2,972,1.2858
36.8,30.1,814.2,972,1.2859
37.4,30.1,813.6,983,1.2857
37.7,30.1,813.6,983,1.2859
38,30.1,812.3,992,1.2857
38.1,30.1,812.3,992,1.2858
37.7,30.1,812.9,992,1.2857
37.2,30.1,812.9,992,1.2858
36.8,30,814,978,1.2857
36.5,30,814,978,1.2858
36.1,30,814,986,1.2856
35.5,30,814,986,1.2857
34.8,30.1,813,971,1.2856
34.3,30.1,813,971,1.2857
33.7,30.1,811.9,982,1.2856
33.4,30.1,811.9,982,1.2857
33.7,30.1,813.3,982,1.2855
34.1,30.1,813.3,982,1.2856
34,30,814.1,976,1.2855
33.9,30,814.1,976,1.2856
33.7,30,814.4,984,1.2854
33.6,30,814.4,984,1.2856
33.6,30.1,813.7,973,1.2854
33.8,30.1,813.7,973,1.2855
34.4,30.1,812.1,983,1.2854
34.9,30.1,812.1,983,1.2855
35.1,30.1,812.4,983,1.2853
35.5,30.1,812.4,983,1.2855
36.2,30,813.7,980,1.2853
36.8,30,813.7,980,1.2855
36.7,30,814.7,975,1.2853
36.2,30,814.7,975,1.2854
36,30.1,814.2,969,1.2853
36.4,30.1,814.2,969,1.2854
36.3,30.1,813.3,974,1.2853
36.1,30.1,813.3,974,1.2854
36.1,30.1,812.3,988,1.2852
35.6,30.1,812.3,988,1.2853
34.6,30.1,812.7,982,1.2852
33.5,30.1,812.7,982,1.2853
33.2,30,814.3,977,1.2852
33.7,30,814.3,977,1.2853
33.8,30,814.3,974,1.2851
33.3,30,814.3,974,1.2853
33.1,30.1,813.2,975,1.2851
33.5,30.1,813.2,975,1.2852
33.9,30.1,812.1,989,1.2851
33.8,30.1,812.1,989,1.2852
34.2,30.1,812.4,989,1.285
35.2,30.1,812.4,989,1.2852
36.2,29.9,814.3,983,1.285
36.5,29.9,814.3,983,1.2851
36.7,30,814.3,984,1.285
37.1,30,814.3,984,1.2851
37.4,30,814,996,1.285
37.1,30,814,996,1.2851
36.7,30.1,813.1,984,1.2849
36.8,30.1,813.1,984,1.2851
37,30.1,812.2,986,1.2849
36.9,30.1,812.2,986,1.2851
36.6,29.9,813.5,978,1.2849
36.3,29.9,813.5,978,1.285
36,29.9,814.5,981,1.2849
35.3,29.9,814.5,981,1.285
34.7,30,814.3,970,1.2848
34.5,30,814.3,970,1.2849
34.3,30.1,813.1,981,1.2848
34.1,30.1,813.1,981,1.2849
33.9,30,812.3,990,1.2848
33.7,30,812.3,990,1.2849
33.8,30,812.9,990,1.2847
34.1,30,812.9,990,1.2849
34.4,29.9,814,980,1.2847
35,29.9,814,980,1.2848
35.6,29.9,814.7,984,1.2847
36,29.9,814.7,984,1.2848
36.4,30,812.9,969,1.2847
36.6,30,812.9,969,1.2848
36.4,30,812.1,980,1.2847
36.2,30,812.1,980,1.2848
35.9,30,813,980,1.2846
35.8,30,813,980,1.2847
35.7,29.9,814.6,972,1.2846
35.4,29.9,814.6,972,1.2847
35.1,29.9,814.4,978,1.2846
34.7,29.9,814.4,978,1.2847
